profileUrl,screenName,userId,name,imgUrl,backgroundImg,bio,website,location,createdAt,followersCount,friendsCount,tweetsCount,certified,following,followedBy,query,timestamp,role,company,ai_related
https://twitter.com/BarackObama,BarackObama,813286.0,Barack Obama,https://pbs.twimg.com/profile_images/1329647526807543809/2SGvnHYV_normal.jpg,https://pbs.twimg.com/profile_banners/813286/1701271181,"Dad, husband, President, citizen.",barackobamabooks.com,"Washington, DC",Mon Mar 05 22:08:25 +0000 2007,131913202.0,543248.0,17013.0,True,,,https://twitter.com/demishassabis,2024-04-08T02:19:49.116Z,,,
https://twitter.com/BarackObama,BarackObama,813286.0,Barack Obama,https://pbs.twimg.com/profile_images/1329647526807543809/2SGvnHYV_normal.jpg,https://pbs.twimg.com/profile_banners/813286/1701271181,"Dad, husband, President, citizen.",barackobamabooks.com,"Washington, DC",Mon Mar 05 22:08:25 +0000 2007,131913188.0,543248.0,17013.0,True,,,https://twitter.com/mustafasuleyman,2024-04-08T02:18:03.055Z,NA,NA,False
https://twitter.com/BarackObama,BarackObama,813286.0,Barack Obama,https://pbs.twimg.com/profile_images/1329647526807543809/2SGvnHYV_normal.jpg,https://pbs.twimg.com/profile_banners/813286/1701271181,"Dad, husband, President, citizen.",barackobamabooks.com,"Washington, DC",Mon Mar 05 22:08:25 +0000 2007,131913181.0,543248.0,17013.0,True,,,https://twitter.com/kaifulee,2024-04-08T02:16:54.116Z,,,
https://twitter.com/BarackObama,BarackObama,813286.0,Barack Obama,https://pbs.twimg.com/profile_images/1329647526807543809/2SGvnHYV_normal.jpg,https://pbs.twimg.com/profile_banners/813286/1701271181,"Dad, husband, President, citizen.",barackobamabooks.com,"Washington, DC",Mon Mar 05 22:08:25 +0000 2007,131913149.0,543248.0,17013.0,True,,,https://twitter.com/AndrewYNg,2024-04-08T02:13:54.721Z,,,
https://twitter.com/BarackObama,BarackObama,813286.0,Barack Obama,https://pbs.twimg.com/profile_images/1329647526807543809/2SGvnHYV_normal.jpg,https://pbs.twimg.com/profile_banners/813286/1701271181,"Dad, husband, President, citizen.",barackobamabooks.com,"Washington, DC",Mon Mar 05 22:08:25 +0000 2007,131913132.0,543248.0,17013.0,True,,,https://twitter.com/drfeifei,2024-04-08T02:12:18.820Z,,,
https://twitter.com/BarackObama,BarackObama,813286.0,Barack Obama,https://pbs.twimg.com/profile_images/1329647526807543809/2SGvnHYV_normal.jpg,https://pbs.twimg.com/profile_banners/813286/1701271181,"Dad, husband, President, citizen.",barackobamabooks.com,"Washington, DC",Mon Mar 05 22:08:25 +0000 2007,131913049.0,543248.0,17013.0,True,,,https://twitter.com/ylecun,2024-04-08T01:52:54.910Z,,,
https://twitter.com/BarackObama,BarackObama,813286.0,Barack Obama,https://pbs.twimg.com/profile_images/1329647526807543809/2SGvnHYV_normal.jpg,https://pbs.twimg.com/profile_banners/813286/1701271181,"Dad, husband, President, citizen.",barackobamabooks.com,"Washington, DC",Mon Mar 05 22:08:25 +0000 2007,131913004.0,543248.0,17013.0,True,,,https://twitter.com/elonmusk,2024-04-08T01:46:59.538Z,,,
https://twitter.com/BarackObama,BarackObama,813286.0,Barack Obama,https://pbs.twimg.com/profile_images/1329647526807543809/2SGvnHYV_normal.jpg,https://pbs.twimg.com/profile_banners/813286/1701271181,"Dad, husband, President, citizen.",barackobamabooks.com,"Washington, DC",Mon Mar 05 22:08:25 +0000 2007,131911453.0,543258.0,17012.0,True,,,https://twitter.com/sama,2024-04-07T13:19:49.414Z,,,
https://twitter.com/narendramodi,narendramodi,18839785.0,Narendra Modi,https://pbs.twimg.com/profile_images/1700051019525488640/VRqy0bTE_normal.jpg,https://pbs.twimg.com/profile_banners/18839785/1694158725,Prime Minister of India,narendramodi.in,India,Sat Jan 10 17:18:56 +0000 2009,97057010.0,2662.0,41026.0,True,,,https://twitter.com/elonmusk,2024-04-08T01:46:59.538Z,,,
https://twitter.com/taylorswift13,taylorswift13,17919972.0,Taylor Swift,https://pbs.twimg.com/profile_images/1766836345450672128/HpuBz514_normal.jpg,https://pbs.twimg.com/profile_banners/17919972/1710081597,Allâs fair in love and poetry... New album THE TORTURED POETS DEPARTMENT. Out April 19 ð¤,taylorswift.com,,Sat Dec 06 10:10:54 +0000 2008,95297422.0,0.0,828.0,True,,,https://twitter.com/kaifulee,2024-04-08T02:16:47.887Z,,,
https://twitter.com/taylorswift13,taylorswift13,17919972.0,Taylor Swift,https://pbs.twimg.com/profile_images/1766836345450672128/HpuBz514_normal.jpg,https://pbs.twimg.com/profile_banners/17919972/1710081597,Allâs fair in love and poetry... New album THE TORTURED POETS DEPARTMENT. Out April 19 ð¤,taylorswift.com,,Sat Dec 06 10:10:54 +0000 2008,95296828.0,0.0,828.0,True,,,https://twitter.com/AndrewYNg,2024-04-08T02:13:54.177Z,,,
https://twitter.com/taylorswift13,taylorswift13,17919972.0,Taylor Swift,https://pbs.twimg.com/profile_images/1766836345450672128/HpuBz514_normal.jpg,https://pbs.twimg.com/profile_banners/17919972/1710081597,Allâs fair in love and poetry... New album THE TORTURED POETS DEPARTMENT. Out April 19 ð¤,taylorswift.com,,Sat Dec 06 10:10:54 +0000 2008,95296783.0,0.0,828.0,True,,,https://twitter.com/elonmusk,2024-04-08T01:46:58.474Z,,,
https://twitter.com/realDonaldTrump,realDonaldTrump,25073877.0,Donald J. Trump,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,https://pbs.twimg.com/profile_banners/25073877/1604214583,45th President of the United States of Americaðºð¸,DonaldJTrump.com,,Wed Mar 18 13:46:38 +0000 2009,87361193.0,51.0,59120.0,True,,,https://twitter.com/sama,2024-04-07T13:19:50.405Z,,,
https://twitter.com/realDonaldTrump,realDonaldTrump,25073877.0,Donald J. Trump,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,https://pbs.twimg.com/profile_banners/25073877/1604214583,45th President of the United States of Americaðºð¸,DonaldJTrump.com,,Wed Mar 18 13:46:38 +0000 2009,87361128.0,51.0,59120.0,True,,,https://twitter.com/kaifulee,2024-04-08T02:16:53.108Z,,,
https://twitter.com/realDonaldTrump,realDonaldTrump,25073877.0,Donald J. Trump,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,https://pbs.twimg.com/profile_banners/25073877/1604214583,45th President of the United States of Americaðºð¸,DonaldJTrump.com,,Wed Mar 18 13:46:38 +0000 2009,87361109.0,51.0,59120.0,True,,,https://twitter.com/karpathy,2024-04-08T02:08:34.811Z,,,
https://twitter.com/realDonaldTrump,realDonaldTrump,25073877.0,Donald J. Trump,https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,https://pbs.twimg.com/profile_banners/25073877/1604214583,45th President of the United States of Americaðºð¸,DonaldJTrump.com,,Wed Mar 18 13:46:38 +0000 2009,87360322.0,51.0,59120.0,True,,,https://twitter.com/elonmusk,2024-04-08T01:46:57.372Z,,,
https://twitter.com/NASA,NASA,11348282.0,NASA,https://pbs.twimg.com/profile_images/1321163587679784960/0ZxKlEKB_normal.jpg,https://pbs.twimg.com/profile_banners/11348282/1705526717,"There's space for everybody. â¨

Verification: https://t.co/8nok3NP4PW",nasa.gov,Pale Blue Dot,Wed Dec 19 20:20:32 +0000 2007,80265461.0,174.0,71654.0,True,,,https://twitter.com/goodfellow_ian,2024-04-08T02:15:22.552Z,,,
https://twitter.com/NASA,NASA,11348282.0,NASA,https://pbs.twimg.com/profile_images/1321163587679784960/0ZxKlEKB_normal.jpg,https://pbs.twimg.com/profile_banners/11348282/1705526717,"There's space for everybody. â¨

Verification: https://t.co/8nok3NP4PW",nasa.gov,Pale Blue Dot,Wed Dec 19 20:20:32 +0000 2007,80265367.0,174.0,71654.0,True,,,https://twitter.com/drfeifei,2024-04-08T02:12:16.296Z,,,
https://twitter.com/NASA,NASA,11348282.0,NASA,https://pbs.twimg.com/profile_images/1321163587679784960/0ZxKlEKB_normal.jpg,https://pbs.twimg.com/profile_banners/11348282/1705526717,"There's space for everybody. â¨

Verification: https://t.co/8nok3NP4PW",nasa.gov,Pale Blue Dot,Wed Dec 19 20:20:32 +0000 2007,80264612.0,174.0,71653.0,True,,,https://twitter.com/ylecun,2024-04-08T01:52:54.910Z,,,
https://twitter.com/NASA,NASA,11348282.0,NASA,https://pbs.twimg.com/profile_images/1321163587679784960/0ZxKlEKB_normal.jpg,https://pbs.twimg.com/profile_banners/11348282/1705526717,"There's space for everybody. â¨

Verification: https://t.co/8nok3NP4PW",nasa.gov,Pale Blue Dot,Wed Dec 19 20:20:32 +0000 2007,80263847.0,174.0,71653.0,True,,,https://twitter.com/elonmusk,2024-04-08T01:47:01.472Z,,,
https://twitter.com/YouTube,YouTube,10228272.0,YouTube,https://pbs.twimg.com/profile_images/1427292844612595720/RC1YSvuT_normal.jpg,https://pbs.twimg.com/profile_banners/10228272/1711986897,aka the digital home of @coachella ð¡,youtube.com,"San Bruno, CA",Tue Nov 13 21:43:46 +0000 2007,79987763.0,1174.0,58212.0,True,,,https://twitter.com/goodfellow_ian,2024-04-08T02:15:27.516Z,,,
https://twitter.com/KimKardashian,KimKardashian,25365536.0,Kim Kardashian,https://pbs.twimg.com/profile_images/1589659852271280128/KhrL02UB_normal.jpg,https://pbs.twimg.com/profile_banners/25365536/1662565800,@SKIMS @SKKN @SKKYPartners,skkn.social/tw-shop-skkn, ,Thu Mar 19 19:21:56 +0000 2009,75170405.0,128.0,36657.0,True,,,https://twitter.com/elonmusk,2024-04-08T01:46:54.920Z,,,
https://twitter.com/EllenDeGeneres,EllenDeGeneres,15846407.0,Ellen DeGeneres,https://pbs.twimg.com/profile_images/1478120772044574724/v-dDUYb7_normal.jpg,,"Comedian, talk show host and ice road trucker. My tweets are real, and theyâre spectacular.",ellen.tv/m/linkinbio,California,Thu Aug 14 03:50:42 +0000 2008,74462366.0,25079.0,24643.0,True,,,https://twitter.com/kaifulee,2024-04-08T02:16:50.811Z,,,
https://twitter.com/X,X,783214.0,X,https://pbs.twimg.com/profile_images/1683899100922511378/5lY42eHs_normal.jpg,https://pbs.twimg.com/profile_banners/783214/1690175171,what's happening?!,about.x.com,everywhere,Tue Feb 20 14:35:54 +0000 2007,67826752.0,0.0,15231.0,True,,,https://twitter.com/sama,2024-04-07T13:19:50.863Z,,,
https://twitter.com/X,X,783214.0,X,https://pbs.twimg.com/profile_images/1683899100922511378/5lY42eHs_normal.jpg,https://pbs.twimg.com/profile_banners/783214/1690175171,what's happening?!,about.x.com,everywhere,Tue Feb 20 14:35:54 +0000 2007,67823641.0,0.0,15231.0,True,,,https://twitter.com/goodfellow_ian,2024-04-08T02:15:27.516Z,,,
https://twitter.com/X,X,783214.0,X,https://pbs.twimg.com/profile_images/1683899100922511378/5lY42eHs_normal.jpg,https://pbs.twimg.com/profile_banners/783214/1690175171,what's happening?!,about.x.com,everywhere,Tue Feb 20 14:35:54 +0000 2007,67823582.0,0.0,15231.0,True,,,https://twitter.com/karpathy,2024-04-08T02:08:37.876Z,,,
https://twitter.com/X,X,783214.0,X,https://pbs.twimg.com/profile_images/1683899100922511378/5lY42eHs_normal.jpg,https://pbs.twimg.com/profile_banners/783214/1690175171,what's happening?!,about.x.com,everywhere,Tue Feb 20 14:35:54 +0000 2007,67823406.0,0.0,15231.0,True,,,https://twitter.com/elonmusk,2024-04-08T01:47:00.585Z,,,
https://twitter.com/BillGates,BillGates,50393960.0,Bill Gates,https://pbs.twimg.com/profile_images/1674815862879178752/nTGMV1Eo_normal.jpg,https://pbs.twimg.com/profile_banners/50393960/1672784571,Sharing things I'm learning through my foundation work and other interests.,gatesnot.es/blog,"Seattle, WA",Wed Jun 24 18:44:10 +0000 2009,64520829.0,586.0,4458.0,True,,,https://twitter.com/DaphneKoller,2024-04-08T02:25:38.328Z,President,NA,False
https://twitter.com/BillGates,BillGates,50393960.0,Bill Gates,https://pbs.twimg.com/profile_images/1674815862879178752/nTGMV1Eo_normal.jpg,https://pbs.twimg.com/profile_banners/50393960/1672784571,Sharing things I'm learning through my foundation work and other interests.,gatesnot.es/blog,"Seattle, WA",Wed Jun 24 18:44:10 +0000 2009,64520803.0,586.0,4458.0,True,,,https://twitter.com/gdb,2024-04-08T02:24:06.499Z,,,
https://twitter.com/BillGates,BillGates,50393960.0,Bill Gates,https://pbs.twimg.com/profile_images/1674815862879178752/nTGMV1Eo_normal.jpg,https://pbs.twimg.com/profile_banners/50393960/1672784571,Sharing things I'm learning through my foundation work and other interests.,gatesnot.es/blog,"Seattle, WA",Wed Jun 24 18:44:10 +0000 2009,64520740.0,586.0,4458.0,True,,,https://twitter.com/demishassabis,2024-04-08T02:19:50.719Z,,,
https://twitter.com/BillGates,BillGates,50393960.0,Bill Gates,https://pbs.twimg.com/profile_images/1674815862879178752/nTGMV1Eo_normal.jpg,https://pbs.twimg.com/profile_banners/50393960/1672784571,Sharing things I'm learning through my foundation work and other interests.,gatesnot.es/blog,"Seattle, WA",Wed Jun 24 18:44:10 +0000 2009,64520712.0,586.0,4458.0,True,,,https://twitter.com/mustafasuleyman,2024-04-08T02:18:08.206Z,,,
https://twitter.com/BillGates,BillGates,50393960.0,Bill Gates,https://pbs.twimg.com/profile_images/1674815862879178752/nTGMV1Eo_normal.jpg,https://pbs.twimg.com/profile_banners/50393960/1672784571,Sharing things I'm learning through my foundation work and other interests.,gatesnot.es/blog,"Seattle, WA",Wed Jun 24 18:44:10 +0000 2009,64520694.0,586.0,4458.0,True,,,https://twitter.com/kaifulee,2024-04-08T02:16:53.636Z,,,
https://twitter.com/BillGates,BillGates,50393960.0,Bill Gates,https://pbs.twimg.com/profile_images/1674815862879178752/nTGMV1Eo_normal.jpg,https://pbs.twimg.com/profile_banners/50393960/1672784571,Sharing things I'm learning through my foundation work and other interests.,gatesnot.es/blog,"Seattle, WA",Wed Jun 24 18:44:10 +0000 2009,64520651.0,586.0,4458.0,True,,,https://twitter.com/AndrewYNg,2024-04-08T02:13:55.042Z,,,
https://twitter.com/BillGates,BillGates,50393960.0,Bill Gates,https://pbs.twimg.com/profile_images/1674815862879178752/nTGMV1Eo_normal.jpg,https://pbs.twimg.com/profile_banners/50393960/1672784571,Sharing things I'm learning through my foundation work and other interests.,gatesnot.es/blog,"Seattle, WA",Wed Jun 24 18:44:10 +0000 2009,64520633.0,586.0,4458.0,True,,,https://twitter.com/drfeifei,2024-04-08T02:12:21.435Z,,,
https://twitter.com/BillGates,BillGates,50393960.0,Bill Gates,https://pbs.twimg.com/profile_images/1674815862879178752/nTGMV1Eo_normal.jpg,https://pbs.twimg.com/profile_banners/50393960/1672784571,Sharing things I'm learning through my foundation work and other interests.,gatesnot.es/blog,"Seattle, WA",Wed Jun 24 18:44:10 +0000 2009,64520589.0,586.0,4458.0,True,,,https://twitter.com/karpathy,2024-04-08T02:08:37.876Z,,,
https://twitter.com/BillGates,BillGates,50393960.0,Bill Gates,https://pbs.twimg.com/profile_images/1674815862879178752/nTGMV1Eo_normal.jpg,https://pbs.twimg.com/profile_banners/50393960/1672784571,Sharing things I'm learning through my foundation work and other interests.,gatesnot.es/blog,"Seattle, WA",Wed Jun 24 18:44:10 +0000 2009,64520390.0,586.0,4458.0,True,,,https://twitter.com/ylecun,2024-04-08T01:52:54.911Z,,,
https://twitter.com/BillGates,BillGates,50393960.0,Bill Gates,https://pbs.twimg.com/profile_images/1674815862879178752/nTGMV1Eo_normal.jpg,https://pbs.twimg.com/profile_banners/50393960/1672784571,Sharing things I'm learning through my foundation work and other interests.,gatesnot.es/blog,"Seattle, WA",Wed Jun 24 18:44:10 +0000 2009,64513730.0,586.0,4458.0,True,,,https://twitter.com/sama,2024-04-07T13:19:52.293Z,,,
https://twitter.com/cnnbrk,cnnbrk,428333.0,CNN Breaking News,https://pbs.twimg.com/profile_images/925092227667304448/fAY1HUu3_normal.jpg,https://pbs.twimg.com/profile_banners/428333/1531855520,"Breaking news from CNN Digital. Now 64M strong. Check @cnn for all things CNN, breaking and more. Download the app for custom alerts: https://t.co/8bf79vV51N",cnn.com,Everywhere,Tue Jan 02 01:48:14 +0000 2007,63882333.0,122.0,81058.0,True,,,https://twitter.com/drfeifei,2024-04-08T02:12:15.366Z,,,
https://twitter.com/CNN,CNN,759251.0,CNN,https://pbs.twimg.com/profile_images/1669780523911110656/K9gaaM1g_normal.jpg,https://pbs.twimg.com/profile_banners/759251/1689257013,"Itâs our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",cnn.com,,Fri Feb 09 00:35:02 +0000 2007,62343315.0,1082.0,421626.0,True,,,https://twitter.com/drfeifei,2024-04-08T02:12:18.820Z,,,
https://twitter.com/nytimes,nytimes,807095.0,The New York Times,https://pbs.twimg.com/profile_images/1098244578472280064/gjkVMelR_normal.png,https://pbs.twimg.com/profile_banners/807095/1584666392,News tips? Share them here: https://t.co/ghL9OoYKMM,nytimes.com,New York City,Fri Mar 02 20:41:42 +0000 2007,55235866.0,878.0,539244.0,True,,,https://twitter.com/kaifulee,2024-04-08T02:16:50.812Z,,,
https://twitter.com/nytimes,nytimes,807095.0,The New York Times,https://pbs.twimg.com/profile_images/1098244578472280064/gjkVMelR_normal.png,https://pbs.twimg.com/profile_banners/807095/1584666392,News tips? Share them here: https://t.co/ghL9OoYKMM,nytimes.com,New York City,Fri Mar 02 20:41:42 +0000 2007,55235864.0,878.0,539244.0,True,,,https://twitter.com/goodfellow_ian,2024-04-08T02:15:27.017Z,,,
https://twitter.com/nytimes,nytimes,807095.0,The New York Times,https://pbs.twimg.com/profile_images/1098244578472280064/gjkVMelR_normal.png,https://pbs.twimg.com/profile_banners/807095/1584666392,News tips? Share them here: https://t.co/ghL9OoYKMM,nytimes.com,New York City,Fri Mar 02 20:41:42 +0000 2007,55235855.0,878.0,539244.0,True,,,https://twitter.com/drfeifei,2024-04-08T02:12:17.798Z,,,
